2019 6 6	13h56m	Muestra	Agustín	C:/Balseiro/Expe 4/Codigos viejos/0905/Agustín/MuestraExpe
2019 6 6	14h28m	Muestra	Agustín	C:/Balseiro/Expe 4/Codigos viejos/0905/Agustín/NombreCarpeta
2019 6 6	17h18m	Muestra	Agustín	C:/Balseiro/Expe 4/Codigos viejos/0905/Agustín/NombreCarpeta
2019 6 6	22h3m	Muestra	Agustín	C:/Balseiro/Expe 4/Codigos viejos/0905/Agustín/NombreCarpeta
