0.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
2.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
4.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
6.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
8.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
10.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
12.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
14.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
16.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
18.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
20.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
22.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
24.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
26.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
28.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
30.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
32.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
34.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
36.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
38.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
40.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
42.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
44.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
46.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
48.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
50.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
52.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
54.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
56.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
58.0 0.0 0.0 0 -95.66 -3.91756 -359.874 0.0 0.0 0.0 -3.918 -3.918 -3.918
